time_start,time_end,Sender,Receiver,Distance
1245.0,1246.4,23,22,1
1245.1,1246.9,12,10,1
1245.2,1246.0,24,21,1
1245.2,1248.2,4,1,1
1245.3,1247.7,8,12,1
1245.6,1247.4,9,2,1
1245.8,1247.1,16,21,1
1246.5,1248.5,24,22,1
1246.9,1248.8,10,4,1
1247.0,1248.0,26,15,1
1247.4,1248.2,23,28,1
1247.5,1247.7,5,28,1
1247.6,1248.4,15,25,1
1248.1,1249.1,2,4,1
1248.2,1250.2,1,3,1
1248.3,1249.8,12,1,1
1248.4,1249.2,25,22,1
1248.4,1249.6,21,24,1
1248.8,1251.0,10,3,1
1248.9,1249.0,2,19,1
1249.1,1249.7,4,20,1
1249.8,1251.2,1,21,1
1250.0,1250.2,21,9,1
1250.1,1251.6,24,21,1
1250.6,1252.7,8,12,1
1250.8,1251.9,2,7,1
1251.0,1253.1,10,9,1
1251.2,1254.7,21,24,1
1251.3,1253.6,22,17,1
1251.4,1253.3,24,25,1
1251.9,1253.1,7,3,1
1252.6,1254.5,18,21,1
1252.8,1254.2,22,4,1
1253.1,1253.8,3,4,1
1253.4,1253.9,19,17,1
1253.6,1254.8,26,1,1
1254.1,1255.3,4,10,1
1254.3,1256.0,12,27,1
1254.5,1255.6,13,11,1
1254.8,1256.6,1,3,1
1254.8,1256.9,24,25,1
1254.9,1256.4,3,9,1
1255.1,1256.2,4,6,1
1255.1,1256.4,20,24,1
1255.6,1256.7,11,6,1
1255.9,1256.2,25,13,1
1256.0,1257.0,27,22,1
1256.4,1257.4,17,22,1
1256.9,1258.6,21,15,1
1257.0,1259.1,10,9,1
1257.2,1258.6,24,26,1
1257.3,1259.0,9,1,1
1257.4,1257.9,22,28,1
1257.7,1260.1,25,24,1
1258.0,1258.2,15,27,1
1258.3,1259.2,24,18,1
1258.4,1259.0,9,5,1
1259.2,1260.1,18,20,1
1259.6,1261.2,13,6,1
1259.7,1261.9,6,7,1
1260.0,1261.7,15,25,1
1260.5,1262.7,11,3,1
1260.6,1262.1,18,24,1
1260.8,1262.0,1,7,1
1261.0,1264.6,5,20,1
1261.1,1263.0,20,26,1
1261.1,1263.9,7,23,1
1261.8,1266.4,22,21,1
1262.0,1262.5,16,2,1
1262.3,1264.1,6,2,1
1262.8,1264.2,8,15,1
1263.1,1265.4,7,2,1
1263.2,1264.2,7,6,1
1263.6,1263.8,3,22,1
1263.8,1266.3,20,7,1
1264.5,1266.1,25,15,1
1264.6,1266.0,20,7,1
1264.7,1265.8,24,27,1
1264.7,1266.1,26,18,1
1265.6,1267.5,6,4,1
1265.8,1266.5,27,25,1
1266.4,1268.5,3,26,1
1266.4,1268.4,21,26,1
1266.5,1268.4,2,3,1
1266.8,1267.7,3,4,1
1267.4,1268.2,15,16,1
1267.6,1268.6,16,19,1
1267.7,1268.5,4,3,1
1268.2,1269.5,16,28,1
1268.3,1270.5,3,6,1
1268.5,1269.3,10,18,1
1268.7,1269.3,2,6,1
1269.2,1270.5,19,18,1
1269.3,1271.3,4,11,1
1269.3,1270.3,6,9,1
1269.3,1269.8,18,5,1
1269.6,1270.8,10,3,1
1270.2,1271.8,25,26,1
1270.8,1271.7,3,10,1
1271.0,1273.3,15,26,1
1271.1,1272.7,25,15,1
1271.3,1273.3,9,10,1
1271.3,1272.8,28,20,1
1271.4,1272.6,3,1,1
1271.4,1273.3,26,22,1
1271.9,1273.4,19,1,1
1272.7,1273.4,15,25,1
1272.8,1273.7,3,2,1
1272.9,1274.6,15,7,1
1273.3,1273.8,22,27,1
1273.4,1274.6,10,1,1
1273.6,1275.4,25,26,1
1273.7,1275.7,2,6,1
1273.8,1274.5,27,22,1
1273.9,1275.1,18,16,1
1274.0,1275.6,1,8,1
1274.3,1276.4,11,4,1
1274.6,1277.1,7,1,1
1274.6,1275.1,1,10,1
1274.8,1276.7,26,25,1
1275.1,1275.9,10,28,1
1275.1,1276.1,1,5,1
1275.2,1276.1,20,17,1
1275.5,1278.4,1,14,1
1275.7,1276.9,22,10,1
1275.8,1277.0,26,15,1
1275.9,1277.7,16,24,1
1276.3,1278.1,26,22,1
1276.3,1277.6,24,22,1
1276.5,1277.5,28,16,1
1276.6,1277.7,10,5,1
1276.8,1277.6,17,28,1
1276.9,1279.3,10,3,1
1277.1,1278.1,1,5,1
1277.4,1279.2,23,22,1
1277.6,1279.8,28,16,1
1277.8,1278.8,5,7,1
1278.0,1278.9,8,1,1
1278.2,1279.0,16,20,1
1279.2,1279.9,5,25,1
1279.2,1281.6,22,21,1
1279.3,1280.5,26,25,1
1279.3,1281.1,3,8,1
1279.8,1283.0,16,21,1
1280.0,1282.6,15,19,1
1280.2,1281.8,3,11,1
1280.4,1281.3,1,6,1
1280.8,1282.1,7,5,1
1280.9,1281.8,25,26,1
1281.1,1283.5,8,2,1
1281.3,1283.4,2,13,1
1281.4,1285.1,5,7,1
1281.6,1285.2,20,26,1
1282.0,1285.1,4,7,1
1282.2,1283.2,21,18,1
1282.7,1283.2,4,2,1
1282.9,1283.9,11,13,1
1283.1,1285.6,18,19,1
1283.2,1284.8,2,1,1
1283.2,1283.9,26,18,1
1283.3,1284.6,5,2,1
1283.7,1285.7,22,15,1
1284.1,1285.6,18,27,1
1284.6,1286.4,2,3,1
1284.6,1285.5,15,10,1
1284.8,1286.9,1,5,1
1285.0,1286.8,2,3,1
1285.0,1288.9,18,10,1
1285.1,1287.9,13,4,1
1285.1,1287.2,7,21,1
1285.3,1287.1,18,8,1
1285.4,1286.7,14,8,1
1286.4,1287.7,27,20,1
1286.6,1287.8,26,25,1
1286.6,1288.3,20,16,1
1287.0,1287.9,7,14,1
1287.8,1289.9,5,8,1
1287.9,1289.7,8,3,1
1287.9,1291.2,17,22,1
1288.2,1290.4,15,26,1
1288.3,1289.3,6,23,1
1288.5,1289.0,25,12,1
1288.9,1290.7,3,10,1
1289.5,1290.5,16,23,1
1289.6,1292.4,20,10,1
1289.8,1290.8,21,19,1
1289.9,1292.1,9,8,1
1290.4,1291.4,28,19,1
1290.4,1292.4,26,20,1
1290.4,1291.7,7,12,1
1290.5,1291.4,4,8,1
1290.7,1291.9,5,3,1
1290.7,1292.4,10,2,1
1290.9,1293.0,10,11,1
1291.2,1292.0,14,7,1
1291.2,1294.2,22,25,1
1291.3,1292.3,3,2,1
1291.3,1291.8,23,16,1
1291.6,1294.4,8,9,1
1291.8,1293.9,15,2,1
1291.9,1292.2,19,14,1
1292.4,1293.0,17,16,1
1293.0,1293.8,16,10,1
1293.1,1293.7,25,22,1
1293.2,1295.5,16,21,1
1293.3,1295.1,8,4,1
1293.5,1295.4,2,5,1
1293.8,1296.1,10,15,1
1293.9,1296.1,2,13,1
1294.4,1295.4,22,24,1
1294.8,1296.2,8,2,1
1295.0,1295.6,19,18,1
1295.4,1296.1,20,2,1
1295.5,1295.9,3,15,1
1295.7,1297.9,15,9,1
1296.1,1298.4,15,2,1
1296.1,1297.5,21,28,1
1296.1,1296.9,18,19,1
1297.1,1298.0,15,18,1
1297.4,1298.4,19,28,1
1297.5,1299.2,11,2,1
1297.6,1298.6,6,1,1
1298.0,1299.1,18,1,1
1298.4,1301.6,28,9,1
1298.6,1300.9,27,16,1
1298.8,1299.5,9,14,1
1298.8,1299.4,5,14,1
1299.4,1300.9,25,20,1
1299.4,1302.6,23,5,1
1299.5,1301.7,14,9,1
1300.3,1301.5,1,2,1
1300.5,1301.3,2,26,1
1300.7,1302.7,10,26,1
1300.9,1302.1,2,6,1
1301.1,1302.8,21,19,1
1301.1,1305.2,5,6,1
1301.4,1303.0,2,8,1
1301.4,1303.7,10,6,1
1301.6,1306.6,9,4,1
1301.6,1302.6,1,4,1
1301.8,1302.5,14,7,1
1301.8,1302.4,20,2,1
1302.4,1303.2,1,3,1
1302.4,1303.9,2,9,1
1302.5,1305.1,2,7,1
1302.6,1304.0,10,11,1
1302.6,1304.9,4,7,1
1302.7,1304.6,11,12,1
1302.7,1304.4,26,4,1
1302.9,1304.1,26,17,1
1302.9,1303.9,6,8,1
1304.5,1307.1,25,22,1
1304.6,1306.4,9,8,1
1304.9,1306.8,16,27,1
1305.3,1307.6,19,21,1
1305.3,1306.8,17,21,1
1305.4,1307.8,3,10,1
1305.7,1306.7,8,6,1
1305.9,1307.2,12,1,1
1305.9,1307.4,7,9,1
1306.1,1307.7,7,4,1
1306.2,1307.3,20,25,1
1306.4,1309.1,3,11,1
1306.8,1307.8,21,20,1
1307.2,1309.8,4,7,1
1307.4,1309.5,13,3,1
1307.5,1309.8,6,3,1
1307.8,1309.0,22,11,1
1308.1,1311.2,27,13,1
1308.2,1309.2,6,8,1
1308.9,1310.1,6,13,1
1309.2,1310.5,20,26,1
1309.4,1311.3,21,7,1
1309.6,1311.1,8,25,1
1309.8,1310.6,17,22,1
1309.9,1312.9,10,6,1
1310.1,1310.9,13,12,1
1310.2,1312.2,9,7,1
1310.5,1312.3,8,6,1
1310.5,1311.5,26,15,1
1310.6,1313.0,22,26,1
1310.8,1313.2,4,5,1
1310.9,1311.8,12,13,1
1310.9,1312.1,25,15,1
1311.0,1312.5,1,8,1
1311.0,1312.4,11,6,1
1311.2,1312.4,13,6,1
1311.3,1312.6,2,3,1
1311.8,1312.6,3,5,1
1311.9,1313.2,6,3,1
1312.2,1313.9,7,2,1
1312.6,1313.8,3,10,1
1313.6,1314.6,9,14,1
1313.7,1315.1,5,9,1
1313.7,1314.6,6,4,1
1313.8,1314.9,15,27,1
1314.8,1316.1,8,5,1
1315.1,1316.1,26,7,1
1315.3,1316.0,20,26,1
1315.7,1317.2,6,12,1
1315.9,1317.9,13,7,1
1316.0,1317.4,26,15,1
1316.0,1317.9,26,13,1
1316.3,1317.3,14,9,1
1316.3,1317.2,2,1,1
1316.4,1318.0,8,12,1
1316.4,1317.5,18,26,1
1317.1,1318.2,19,16,1
1317.3,1318.4,9,2,1
1317.3,1318.3,4,5,1
1317.5,1319.0,26,8,1
1317.5,1320.5,20,26,1
1317.9,1319.6,13,9,1
1317.9,1318.6,7,2,1
1318.0,1319.7,3,12,1
1318.2,1319.2,16,19,1
1318.2,1318.4,12,11,1
1318.2,1319.2,9,7,1
1318.3,1319.6,23,24,1
1318.8,1320.6,12,3,1
1318.9,1320.2,20,8,1
1319.2,1323.5,19,27,1
1319.5,1320.6,27,23,1
1319.6,1320.3,9,7,1
1319.6,1321.0,1,9,1
1320.0,1321.5,2,9,1
1320.3,1321.7,7,5,1
1320.3,1321.3,12,6,1
1320.5,1322.9,24,20,1
1320.6,1323.6,2,11,1
1321.0,1322.1,15,23,1
1321.8,1323.6,7,1,1
1321.8,1323.2,25,20,1
1322.1,1323.4,8,5,1
1322.3,1323.6,3,14,1
1322.3,1324.3,17,21,1
1322.5,1325.1,23,16,1
1322.7,1323.7,6,9,1
1323.4,1325.2,5,8,1
1323.6,1324.8,1,14,1
1323.6,1325.2,20,5,1
1323.7,1324.1,26,21,1
1323.9,1324.9,9,7,1
1324.3,1328.0,21,12,1
1324.4,1326.2,7,17,1
1324.6,1326.3,9,17,1
1324.6,1326.1,20,22,1
1324.9,1329.9,2,18,1
1325.1,1328.2,16,15,1
1325.2,1327.8,9,24,1
1325.4,1327.3,7,11,1
1325.6,1326.7,14,24,1
1325.9,1329.2,27,20,1
1326.3,1327.3,17,24,1
1326.4,1326.8,5,12,1
1326.6,1328.9,11,4,1
1326.8,1328.6,22,23,1
1327.0,1327.9,17,16,1
1327.4,1328.7,12,3,1
1327.7,1328.8,24,22,1
1327.8,1329.0,4,14,1
1328.0,1328.3,24,3,1
1328.3,1329.3,21,19,1
1329.0,1330.5,14,21,1
1329.1,1330.2,14,7,1
1329.2,1332.7,12,5,1
1329.3,1329.9,3,1,1
1329.4,1331.2,3,5,1
1329.5,1331.1,15,11,1
1329.9,1331.6,18,25,1
1330.2,1331.4,7,24,1
1330.4,1332.4,11,6,1
1330.5,1331.3,21,27,1
1331.0,1332.2,23,24,1
1331.1,1332.2,11,1,1
1331.1,1332.1,1,8,1
1332.2,1333.8,1,3,1
1332.7,1333.7,5,4,1
1332.8,1334.1,15,18,1
1332.8,1334.8,8,10,1
1332.9,1334.3,18,20,1
1333.3,1334.4,22,28,1
1333.3,1335.0,25,22,1
1333.4,1337.1,5,8,1
1333.4,1335.3,13,10,1
1333.6,1335.1,6,11,1
1334.4,1336.1,25,24,1
1334.6,1336.1,24,15,1
1335.0,1336.0,20,25,1
1335.2,1336.5,7,10,1
1335.2,1337.8,25,18,1
1335.4,1336.5,18,26,1
1336.0,1337.3,25,21,1
1336.0,1339.2,11,5,1
1336.1,1337.9,24,2,1
1336.2,1338.1,3,2,1
1336.2,1337.2,28,18,1
1336.7,1336.9,1,10,1
1336.7,1337.8,15,23,1
1337.2,1338.6,10,3,1
1337.4,1338.4,25,23,1
1337.6,1337.8,10,22,1
1337.8,1340.2,18,26,1
1337.8,1339.7,23,17,1
1337.9,1339.1,18,28,1
1337.9,1339.3,2,22,1
1338.1,1340.8,10,12,1
1338.1,1340.2,2,7,1
1338.2,1340.3,22,26,1
1338.2,1339.0,22,7,1
1338.2,1340.9,10,11,1
1338.3,1340.4,4,13,1
1338.3,1339.4,8,14,1
1338.9,1340.1,26,24,1
1339.3,1340.3,22,18,1
1339.8,1341.5,28,22,1
1340.1,1342.6,21,20,1
1340.3,1341.4,18,27,1
1340.4,1342.1,3,11,1
1340.4,1342.1,13,9,1
1340.8,1342.3,13,1,1
1341.2,1342.2,17,16,1
1341.3,1342.8,7,10,1
1341.3,1342.4,8,2,1
1342.2,1343.4,26,22,1
1342.2,1343.0,27,13,1
1342.3,1343.3,19,27,1
1342.5,1343.4,26,2,1
1342.6,1343.1,20,16,1
1343.0,1343.9,2,17,1
1343.4,1346.3,2,18,1
1343.5,1344.5,24,25,1
1343.5,1345.8,11,17,1
1343.5,1345.9,16,23,1
1343.7,1345.7,16,17,1
1344.3,1345.8,9,2,1
1345.0,1345.6,17,20,1
1345.0,1347.5,25,18,1
1345.6,1347.1,2,10,1
1345.7,1347.0,17,22,1
1345.8,1347.2,17,23,1
1346.3,1349.9,18,25,1
1346.7,1350.2,21,10,1
1346.9,1347.6,20,24,1
1347.1,1349.5,10,9,1
1347.2,1348.7,23,20,1
1347.3,1348.9,16,21,1
1347.9,1349.2,2,3,1
1348.8,1351.3,22,18,1
1348.9,1350.0,23,24,1
1349.0,1350.0,3,1,1
1349.4,1352.2,24,15,1
1349.8,1353.3,23,22,1
1349.9,1352.0,25,26,1
1350.0,1351.0,22,20,1
1350.1,1352.5,10,6,1
1350.1,1350.9,20,16,1
1350.2,1351.2,21,16,1
1350.2,1351.5,4,13,1
1350.5,1351.6,3,4,1
1351.0,1351.9,9,4,1
1351.1,1352.7,3,5,1
1351.1,1351.8,24,27,1
1351.3,1353.2,14,3,1
1351.7,1352.9,18,15,1
1352.0,1353.2,1,2,1
1352.0,1353.4,26,22,1
1352.2,1353.5,16,28,1
1352.7,1354.0,5,3,1
1352.8,1354.0,27,17,1
1352.9,1355.8,16,17,1
1353.2,1355.1,13,9,1
1353.2,1355.4,20,25,1
1353.5,1354.4,28,16,1
1353.5,1354.0,2,13,1
1354.5,1355.6,2,4,1
1354.6,1357.0,17,26,1
1354.7,1355.6,15,20,1
1355.0,1355.1,6,14,1
1355.1,1356.3,15,26,1
1355.3,1357.4,13,4,1
1355.4,1356.5,25,26,1
1355.5,1356.6,22,17,1
1355.5,1356.3,16,28,1
1355.6,1356.9,4,21,1
1355.9,1357.5,24,1,1
1356.9,1358.0,21,19,1
1357.0,1359.4,18,27,1
1357.4,1357.7,18,10,1
1357.5,1358.8,1,5,1
1358.0,1359.3,19,24,1
1358.1,1359.5,4,13,1
1358.4,1359.3,26,15,1
1358.5,1360.0,2,7,1
1358.7,1359.4,20,24,1
1358.8,1360.7,5,11,1
1358.8,1359.6,10,5,1
1359.3,1361.6,17,26,1
1359.4,1362.9,24,13,1
1359.5,1361.0,9,21,1
1359.5,1361.2,9,4,1
1359.6,1364.7,5,3,1
1361.0,1361.8,21,4,1
1361.2,1363.5,21,10,1
1361.4,1362.4,24,28,1
1361.6,1364.7,26,16,1
1361.7,1363.1,11,5,1
1361.7,1363.1,13,4,1
1361.9,1362.5,27,9,1
1362.2,1362.9,17,18,1
1362.2,1364.3,5,4,1
1362.7,1366.0,4,8,1
1363.2,1364.1,4,19,1
1363.4,1364.5,9,5,1
1363.5,1364.6,10,18,1
1364.3,1365.3,20,22,1
1364.5,1366.4,4,2,1
1364.6,1366.2,26,22,1
1364.8,1366.0,12,4,1
1365.3,1367.9,5,3,1
1365.4,1366.1,28,22,1
1365.4,1366.9,18,20,1
1365.6,1367.3,24,26,1
1366.3,1368.2,16,27,1
1366.6,1367.5,5,3,1
1366.9,1368.6,20,17,1
1367.1,1368.8,22,27,1
1367.5,1369.5,16,18,1
1367.6,1368.3,27,20,1
1367.6,1369.1,4,3,1
1367.8,1369.2,2,10,1
1368.3,1368.9,20,27,1
1369.4,1371.0,27,19,1
1369.9,1371.6,3,6,1
1369.9,1371.4,7,12,1
1370.1,1370.8,20,18,1
1370.2,1372.2,22,18,1
1370.4,1372.4,17,19,1
1370.4,1371.2,18,1,1
1370.4,1373.8,3,9,1
1370.4,1372.9,10,8,1
1370.5,1372.9,26,15,1
1371.6,1373.1,27,24,1
1371.6,1373.8,18,23,1
1371.8,1372.0,4,5,1
1371.8,1372.7,3,9,1
1372.2,1373.5,12,4,1
1372.4,1374.5,19,26,1
1372.9,1375.3,15,1,1
1373.1,1374.6,24,16,1
1373.5,1374.8,19,21,1
1373.8,1375.6,23,21,1
1373.8,1375.3,9,10,1
1374.2,1375.4,18,24,1
1374.3,1375.4,18,20,1
1374.5,1376.8,4,24,1
1374.8,1375.1,6,21,1
1374.8,1377.5,17,4,1
1374.9,1377.2,8,10,1
1375.1,1375.2,16,10,1
1375.9,1376.7,20,17,1
1376.8,1377.4,24,21,1
1376.8,1378.7,24,15,1
1377.1,1380.5,26,17,1
1377.2,1378.9,10,2,1
1377.4,1380.3,17,22,1
1377.4,1378.8,4,8,1
1377.5,1379.0,4,2,1
1377.5,1378.7,21,23,1
1378.2,1378.9,21,20,1
1378.7,1380.4,15,17,1
1378.8,1381.4,10,1,1
1379.6,1383.4,21,19,1
1380.0,1380.6,9,11,1
1380.2,1380.8,2,6,1
1380.3,1381.9,23,27,1
1380.4,1381.3,17,16,1
1381.2,1383.9,8,11,1
1381.3,1382.2,16,17,1
1381.4,1383.4,6,2,1
1381.7,1383.1,11,4,1
1381.9,1382.8,17,18,1
1381.9,1383.0,2,4,1
1382.4,1383.4,21,27,1
1382.8,1384.4,17,24,1
1383.2,1386.0,22,11,1
1383.3,1384.8,13,8,1
1383.4,1385.2,19,17,1
1383.4,1383.8,2,10,1
1383.8,1384.8,26,22,1
1383.9,1385.5,27,21,1
1384.1,1385.4,25,22,1
1384.5,1385.8,4,9,1
1385.0,1386.3,4,2,1
1385.3,1386.4,18,28,1
1385.5,1388.0,24,23,1
1385.7,1388.1,10,24,1
1385.9,1387.1,27,20,1
1386.5,1388.7,8,12,1
1386.7,1388.1,17,24,1
1386.8,1387.1,4,2,1
1387.3,1389.2,9,7,1
1387.7,1389.1,22,18,1
1387.9,1388.7,2,1,1
1388.2,1389.2,4,5,1
1388.6,1389.8,20,27,1
1388.7,1389.8,1,2,1
1388.9,1391.5,3,20,1
1389.2,1390.8,23,16,1
1389.6,1390.7,11,2,1
1390.3,1391.7,2,4,1
1390.5,1391.9,24,27,1
1390.7,1391.5,27,23,1
1390.8,1392.0,5,4,1
1391.2,1391.9,9,2,1
1391.5,1393.6,12,3,1
1391.7,1393.3,4,13,1
1392.6,1395.4,16,8,1
1392.7,1394.1,28,19,1
1393.1,1395.3,20,24,1
1393.3,1395.4,23,12,1
1393.4,1394.8,2,4,1
1394.1,1395.8,27,17,1
1394.8,1396.2,18,15,1
1395.3,1399.3,23,26,1
1395.4,1397.6,8,15,1
1395.6,1396.1,21,26,1
1395.8,1397.5,2,10,1
1395.9,1396.8,3,14,1
1396.1,1397.3,26,18,1
1396.7,1398.6,17,21,1
1398.0,1398.5,13,27,1
1398.0,1399.3,18,16,1
1398.0,1400.0,6,23,1
1398.1,1399.5,24,23,1
1398.1,1399.5,15,18,1
1398.5,1399.6,21,15,1
1398.6,1401.6,15,17,1
1399.3,1401.8,26,16,1
1399.4,1400.8,25,15,1
1399.4,1401.6,25,15,1
1400.0,1401.0,23,22,1
1400.3,1401.7,16,24,1
1400.4,1402.6,5,2,1
1400.6,1402.2,12,8,1
1400.9,1402.1,15,20,1
1401.0,1402.5,23,22,1
1401.4,1402.0,15,26,1
1402.3,1403.8,17,22,1
1402.6,1404.2,2,7,1
1402.8,1403.9,4,2,1
1402.8,1403.7,18,27,1
1403.3,1405.0,22,23,1
1403.3,1407.6,21,10,1
1403.6,1404.7,20,17,1
1403.8,1405.3,24,25,1
1403.8,1404.7,22,23,1
1403.9,1405.0,2,4,1
1404.0,1405.7,20,26,1
1404.6,1406.0,27,25,1
1405.2,1407.0,2,22,1
1405.3,1406.3,25,18,1
1405.7,1406.6,14,2,1
1405.9,1406.9,23,18,1
1406.0,1407.5,25,16,1
1406.1,1407.0,17,20,1
1406.8,1407.6,26,16,1
1406.9,1408.7,15,18,1
1407.0,1409.5,22,6,1
1407.5,1407.6,2,6,1
1407.7,1409.0,7,2,1
1408.0,1410.2,8,10,1
1408.3,1408.6,4,24,1
1408.4,1410.5,18,28,1
1408.5,1409.4,16,18,1
1408.8,1409.9,4,2,1
1408.9,1411.6,10,7,1
1409.4,1411.4,18,19,1
1409.6,1411.3,23,19,1
1410.2,1411.3,18,20,1
1410.4,1411.7,7,12,1
1410.4,1411.7,6,3,1
1410.5,1412.1,2,1,1
1411.3,1412.8,16,17,1
1411.8,1413.4,10,2,1
1412.0,1413.5,24,27,1
1412.2,1413.4,2,5,1
1412.3,1414.0,17,28,1
1412.3,1413.9,18,26,1
1412.6,1414.1,23,19,1
1412.8,1415.3,7,6,1
1412.8,1415.0,17,26,1
1413.1,1414.7,9,25,1
1413.6,1414.7,1,6,1
1414.1,1416.0,19,12,1
1414.3,1415.2,5,4,1
1414.7,1417.0,25,22,1
1415.0,1417.2,26,22,1
1415.3,1417.1,2,27,1
1415.4,1416.0,27,28,1
1415.5,1416.3,19,21,1
1415.7,1417.9,12,7,1
1415.9,1417.2,26,17,1
1416.0,1417.6,12,18,1
1416.2,1417.4,4,2,1
1416.5,1417.7,6,12,1
1416.8,1417.4,25,24,1
1417.2,1419.9,28,8,1
1417.4,1418.5,24,28,1
1417.7,1419.5,12,2,1
1418.6,1421.1,21,19,1
1418.8,1420.4,22,23,1
1418.9,1421.2,2,8,1
1419.2,1420.2,6,13,1
1419.4,1420.4,7,2,1
1419.7,1420.3,28,22,1
1419.8,1424.4,28,23,1
1419.9,1421.3,22,24,1
1419.9,1422.9,15,23,1
1420.2,1421.2,27,25,1
1420.3,1424.3,12,3,1
1421.1,1423.5,19,16,1
1421.2,1423.0,13,6,1
1421.3,1423.0,25,24,1
1421.6,1423.4,2,9,1
1422.2,1423.8,22,25,1
1422.6,1424.7,23,20,1
1422.6,1424.2,15,19,1
1422.8,1424.1,2,6,1
1423.0,1424.2,6,12,1
1424.0,1425.4,8,1,1
1424.3,1425.9,26,21,1
1424.5,1426.1,7,9,1
1425.1,1428.6,19,3,1
1425.3,1426.7,24,17,1
1425.6,1426.7,9,3,1
1425.6,1428.2,25,23,1
1426.2,1428.5,6,8,1
1426.6,1429.5,1,13,1
1427.2,1428.3,12,3,1
1427.7,1429.9,17,21,1
1428.3,1431.7,20,28,1
1428.3,1430.0,11,6,1
1428.3,1430.6,9,3,1
1428.3,1428.8,3,2,1
1428.7,1430.3,3,10,1
1429.2,1430.6,21,24,1
1429.2,1430.2,23,15,1
1429.4,1430.8,23,20,1
1429.9,1430.0,21,5,1
1430.2,1432.0,18,17,1
1430.7,1433.2,3,11,1
1430.7,1432.5,10,9,1
1430.8,1432.3,22,9,1
1431.8,1433.5,3,10,1
1431.9,1433.4,15,28,1
1432.1,1433.3,6,7,1
1432.3,1434.6,9,12,1
1432.7,1433.9,10,2,1
1432.7,1435.0,1,9,1
1432.9,1434.3,9,4,1
1433.1,1434.7,17,18,1
1433.1,1434.2,24,26,1
1433.3,1435.3,7,28,1
1433.4,1435.0,21,14,1
1435.0,1436.8,14,5,1
1435.1,1436.7,11,4,1
1435.2,1437.0,2,7,1
1435.3,1436.7,28,15,1
1435.3,1436.3,28,6,1
1435.4,1436.8,13,4,1
1435.5,1438.1,26,19,1
1435.5,1436.8,20,5,1
1435.8,1436.8,10,23,1
1435.9,1437.1,4,8,1
1435.9,1438.9,8,15,1
1436.5,1437.5,10,11,1
1436.7,1438.8,4,26,1
1436.7,1438.5,9,3,1
1436.8,1438.0,5,12,1
1436.8,1438.4,23,25,1
1436.9,1439.2,21,26,1
1437.0,1439.6,11,18,1
1437.0,1440.5,13,7,1
1437.2,1437.6,15,6,1
1437.5,1439.1,11,6,1
1437.7,1439.4,5,12,1
1438.1,1439.5,19,28,1
1438.4,1439.0,25,18,1
1438.8,1440.6,26,22,1
1438.9,1440.8,15,16,1
1439.9,1440.5,18,2,1
1440.0,1441.3,25,22,1
1440.2,1441.2,12,3,1
1440.4,1441.7,12,25,1
1440.4,1442.3,17,24,1
1440.5,1441.4,2,10,1
1440.6,1441.6,22,9,1
1440.8,1441.7,16,19,1
1441.2,1441.7,3,12,1
1441.2,1442.6,10,9,1
1441.3,1443.1,15,23,1
1441.4,1442.0,10,2,1
1441.6,1443.0,9,1,1
1441.7,1444.4,12,15,1
1441.7,1443.4,19,9,1
1441.7,1443.2,25,28,1
1442.0,1442.6,28,26,1
1442.0,1442.9,2,10,1
1442.6,1444.5,26,28,1
1442.6,1445.0,9,27,1
1442.7,1444.1,22,27,1
1443.0,1443.2,10,5,1
1443.0,1444.8,1,5,1
1443.2,1445.4,24,17,1
1443.3,1445.7,19,3,1
1443.4,1444.6,9,12,1
1443.7,1444.9,28,16,1
1444.0,1446.2,4,7,1
1444.4,1445.2,15,26,1
1444.6,1447.3,12,13,1
1444.8,1447.8,5,6,1
1444.9,1445.8,3,5,1
1445.3,1446.2,7,4,1
1445.4,1445.8,16,28,1
1445.8,1447.2,28,20,1
1446.5,1447.9,5,3,1
1447.0,1447.9,26,17,1
1447.2,1448.6,10,4,1
1447.8,1448.6,28,27,1
1447.9,1448.9,17,23,1
1447.9,1449.3,20,26,1
1448.0,1450.7,3,18,1
1448.9,1450.0,23,9,1
1449.1,1450.1,1,2,1
1449.2,1452.0,13,10,1
1449.2,1450.3,10,3,1
1449.4,1450.4,27,15,1
1449.6,1452.5,3,8,1
1449.9,1450.0,23,12,1
1449.9,1450.6,4,2,1
1450.0,1450.8,9,1,1
1450.4,1451.4,26,20,1
1450.6,1452.6,2,4,1
1451.4,1454.3,12,5,1
1451.4,1452.8,1,28,1
1451.5,1453.5,4,7,1
1451.7,1453.0,17,22,1
1451.9,1452.9,2,13,1
1452.3,1453.9,3,9,1
1452.4,1453.4,4,2,1
1452.6,1453.2,4,23,1
1452.6,1455.6,15,21,1
1453.0,1455.7,22,18,1
1453.2,1454.2,23,16,1
1454.6,1456.0,7,4,1
1454.9,1456.7,2,10,1
1455.0,1457.5,9,25,1
1455.3,1456.4,13,8,1
1455.6,1457.8,21,16,1
1455.7,1455.9,18,1,1
1456.9,1458.0,8,10,1
1457.0,1457.7,16,24,1
1457.3,1458.5,8,1,1
1457.6,1459.5,20,21,1
1457.7,1459.9,22,9,1
1457.8,1459.4,26,23,1
1457.8,1459.5,11,7,1
1457.8,1461.4,16,17,1
1458.6,1459.6,24,25,1
1459.0,1459.9,10,13,1
1459.2,1460.3,1,5,1
1459.3,1460.5,10,2,1
