time_start,time_end,sender_id,receiver_id,empty_columns_sequence
1139500,1141100,20,15,1111110011111011110110101111
1139600,1144600,16,23,0101111111111011101011111101
1139600,1141000,18,1,1111011111100111111101011110
1140000,1142200,9,4,1101101111110111111111011010
1140300,1141300,25,9,1111110110110111110111011110
1140500,1143700,9,18,1101101111110101110111111110
1140600,1142900,14,26,1111110100111111111110011110
1141200,1142400,2,3,1111100111111011111001111110
1141600,1142600,15,13,1111110011111010110111111110
1141700,1143000,27,28,1111110011111010111011111011
1141800,1142900,1,2,1111011111100111111101011110
1142000,1142900,8,13,1111111110011011111001011111
1142900,1144800,13,15,1111111110011011111001011111
1143200,1146400,5,8,1111101111100111111011101011
1143400,1146300,7,19,1011111111100111101001111111
1143600,1145900,28,5,1111110011111010111011111011
1144000,1144700,26,25,1111110100111111111110011110
1144900,1146200,4,7,1101101111110111111111011010
1144900,1146200,2,3,1111011111100111111101011110
1145500,1147000,3,2,1111100111111011111001111110
1145600,1147000,8,18,1111011111100111111101011110
1145900,1148300,5,12,1111110011111010111011111011
1146100,1148000,25,17,1111110100111111111110011110
1146100,1148100,15,2,1111111110011011111001011111
1146100,1148400,23,25,0101111111111011101011111101
1146200,1147400,7,5,1101101111110111111111011010
1146400,1148000,18,17,1111100111111011111101011110
1146900,1148600,15,25,1111110011111011110110101111
1147000,1148500,18,15,1111011111100111111101011110
1147400,1151200,3,10,1111011111100111111101011110
1148100,1149200,2,7,1111111110011011111001011111
1148400,1150100,25,24,1111110110110111110111011110
1148400,1149400,25,12,0101111111111011101011111101
1148500,1150800,15,7,1111011111100111111101011110
1148600,1150100,25,18,1111110011111011110110101111
1149000,1150400,17,21,1111110100111111111110011110
1149100,1150600,17,19,1110111111110011111111011001
1149200,1151700,2,4,1111100111111011111001111110
1149600,1151500,15,24,1111111011001111110111111100
1149600,1151400,12,9,1111110011111010111011111011
1149900,1150800,9,12,1110111011111010111011111110
1150100,1151400,18,15,1111110011111011110110101111
1150200,1152800,11,19,0101111111111011101011111101
1150400,1151100,7,6,1111111110011011111001011111
1150600,1152600,1,2,1111111010111010110111111101
1150800,1151800,12,9,1110111011111010111011111110
1150800,1152200,7,14,1111011111100111111101011110
1151100,1152100,17,26,1111100111111011111101011110
1151500,1152800,24,21,1111111011001111110111111100
1151600,1154300,4,5,1011111111100111101001111111
1151600,1152500,19,15,1110111111110011111111011001
1151700,1153400,11,7,1111011111100111011001111111
1151700,1152700,21,19,1111110100111111111110011110
1151800,1153600,5,25,1111110011111011110110101111
1152200,1155100,14,17,1111011111100111111101011110
1152300,1153600,15,28,1111110011111011110110101111
1152500,1153800,10,16,1111011111100111111101011110
1152700,1153700,9,2,1111110011111010111011111011
1152800,1154000,19,16,0101111111111011101011111101
1153000,1154200,4,1,1111100111111011111001111110
1153100,1156300,26,17,1111100111111011111101011110
1153200,1154300,21,18,1111111011001111011110111101
1153400,1154200,15,17,1110111111110011111111011001
1153600,1155500,25,17,1111110011111011110110101111
1154000,1155000,16,15,0101111111111011101011111101
1154600,1155700,1,4,1111100111111011111001111110
1154700,1155600,2,4,1111011111110011111111011010
1154800,1156300,2,9,1111110011111010111011111011
1155000,1155900,28,6,1111110011111011110110101111
1155100,1156300,17,4,1111011111100111111101011110
1155600,1156600,4,2,1111011111110011111111011010
1155600,1157600,17,19,1110111111110011111111011001
1155700,1157000,4,2,1111100111111011111001111110
1155800,1157400,6,2,1111111110011011111001011111
1155900,1158200,6,16,1111110011111011110110101111
1155900,1157800,21,1,1111111011010111010111111101
1156000,1158000,23,9,1111010111111010110111111101
1156300,1157500,25,15,1111110110110111110111011110
1156400,1157100,17,23,1111110011111011110110101111
1156500,1158500,9,13,1111110011111010111011111011
1156500,1158200,7,27,1111011111100111011001111111
1156500,1159800,15,22,0101111111111011101011111101
1156600,1158000,18,24,1111011111100111111101011110
1156900,1157900,19,21,1111110100111111111110011110
1157000,1158200,2,10,1111100111111011111001111110
1157000,1158700,5,7,1011111111100111101001111111
1157000,1159100,17,16,1111100111111011111101011110
1157100,1157600,23,20,1111110011111011110110101111
1157100,1158700,4,8,1101101111110111111111011010
1158000,1160300,9,4,1111010111111010110111111101
1158200,1159800,16,27,1111110011111011110110101111
1158600,1160000,23,26,1110111011111010111011111110
1158700,1159700,24,22,1111011111100111111101011110
1158800,1159600,27,28,1111011111100111011001111111
1159100,1160700,1,2,1111111011010111010111111101
1159100,1161800,23,22,1111111010111010110111111101
1159200,1160700,10,8,1111100111111011111001111110
1159300,1161400,21,17,1111110100111111111110011110
1159300,1162300,2,3,1111011111110011111111011010
1159300,1161700,19,20,1110111111110011111111011001
1159600,1163100,28,24,1111011111100111011001111111
1159800,1161200,3,25,1111111011001111011110111101
1159900,1161700,9,10,1111111011001111110111111100
1160000,1161100,4,2,1111011111100111111101011110
1160000,1160800,8,4,1101101111110111111111011010
1160200,1162200,2,4,1111111110011011111001011111
1160300,1161600,4,12,1111010111111010110111111101
1160600,1161400,15,22,1111110110110111110111011110
1160800,1161800,16,25,1111100111111011111101011110
1161100,1162200,2,5,1111111011010111010111111101
1161400,1162300,22,24,1111110110110111110111011110
1161500,1163100,26,25,1110111011111010111011111110
1161600,1162900,12,26,1111010111111010110111111101
1161700,1162000,5,3,1111101111100111111011101011
1161700,1163800,16,10,1101101111110101110111111110
1161700,1162500,27,20,1111110011111011110110101111
1161700,1162900,8,11,1111100111111011111001111110
1161800,1164300,22,26,1111111010111010110111111101
1162000,1163400,7,5,1011111111100111101001111111
1162300,1163800,13,9,1111110011111010111011111011
1162600,1163900,4,5,1101111111101011111111101001
1162900,1164500,26,20,1111010111111010110111111101
1163200,1165600,10,14,1111111011001111110111111100
1163300,1164800,3,10,1111011111110011111111011010
1163300,1164900,5,6,1111111011010111010111111101
1163700,1164600,4,1,1101101111110111111111011010
1163800,1164800,4,3,1111111110011011111001011111
1163800,1165400,10,12,1101101111110101110111111110
1163900,1165700,5,4,1101111111101011111111101001
1164100,1165300,20,17,1111110011111011110110101111
1164300,1165700,25,18,1111100111111011111101011110
1164400,1166800,22,16,1111011111100111111101011110
1164600,1165800,1,8,1101101111110111111111011010
1164600,1166500,7,4,0101111111111011101011111101
1164800,1164900,25,6,1110111011111010111011111110
1164800,1167100,3,8,1111111110011011111001011111
1164900,1166800,25,27,1111101111100111111011101011
1165000,1166200,9,15,1111111011001111011110111101
1165100,1166400,25,20,1111110011111010110111111110
1165100,1166400,20,1,1111010111111010110111111101
1165500,1166800,26,18,1111111010111010110111111101
1165600,1167900,9,13,1111110011111010111011111011
1165800,1168100,17,26,1111110100111111111110011110
1166400,1168300,20,9,1111110011111010110111111110
1166400,1168000,2,14,1111011111100111111101011110
1166400,1168900,1,26,1111010111111010110111111101
1166500,1169700,10,22,1111011111110011111111011010
1167100,1167400,11,23,1111100111111011111001111110
1167300,1168600,12,5,1101101111110101110111111110
1167400,1169300,17,26,1111110011111011110110101111
1167500,1170200,8,4,1111111110011011111001011111
1167500,1169800,18,19,1111100111111011111101011110
1167900,1169800,13,1,1111110011111010111011111011
1168100,1170800,18,1,1111111010111010110111111101
1168100,1169500,8,10,1101101111110111111111011010
1168200,1170600,11,6,1111011111100111011001111111
1168500,1171200,21,14,1111111011001111011110111101
1168500,1170300,4,11,0101111111111011101011111101
1168600,1170400,16,22,1111011111100111111101011110
1169500,1170100,6,5,1111111011010111010111111101
1169700,1171000,22,4,1111011111110011111111011010
1170100,1172600,26,1,1111110011111011110110101111
1170700,1172200,10,1,1111111011010111010111111101
1170700,1174000,3,11,1111110011111010110111111110
1171000,1172000,18,19,1110111111110011111111011001
1171000,1173700,22,8,1111011111100111111101011110
1171000,1173000,4,7,1111011111110011111111011010
1171100,1172400,10,2,1101101111110111111111011010
1171100,1173000,1,13,1111110011111010111011111011
1171400,1173200,5,11,1101101111110101110111111110
1171600,1172500,15,17,1111010111111010110111111101
1171600,1173300,6,3,1111011111100111011001111111
1172000,1173800,14,13,1111111011001111110111111100
1172000,1174100,11,12,1111110110110111110111011110
1172200,1172500,1,2,1111111011010111010111111101
1172300,1175800,4,1,1111111110011011111001011111
1172300,1173400,26,18,1111110100111111111110011110
1172600,1173600,1,5,1111110011111011110110101111
1172700,1174400,17,20,1111010111111010110111111101
1173000,1174000,3,17,1110110111110010111111101110
1173000,1175300,7,6,1111011111110011111111011010
1173200,1174200,11,5,1101101111110101110111111110
1173400,1175100,18,15,1111110100111111111110011110
1173500,1174700,19,26,1011111111100111101001111111
1173500,1175900,2,10,1101101111110111111111011010
1173600,1174800,5,1,1111110011111011110110101111
1173700,1175300,8,3,1111011111100111111101011110
1173800,1176800,2,4,1111111011010111010111111101
1173800,1174500,14,3,1111011111100111111101011110
1173900,1175400,21,26,1111111011001111011110111101
1174000,1174700,11,15,1111110011111010110111111110
1174200,1175400,19,18,1111100111111011111101011110
1174400,1176100,13,9,1111110011111010111011111011
1174700,1176500,11,4,0101111111111011101011111101
1174700,1175700,25,23,1110111011111010111011111110
1174700,1175900,15,17,1111110011111010110111111110
1175000,1175700,5,6,1111111011010111010111111101
1175400,1176500,26,21,1111111011001111011110111101
1175500,1177400,20,28,1111010111111010110111111101
1175800,1177700,12,8,1111110110110111110111011110
1175900,1176700,26,19,1011111111100111101001111111
1175900,1176700,3,2,1111011111100111111101011110
1176500,1177500,5,4,1101101111110101110111111110
1176500,1177500,21,19,1111111011001111011110111101
1176700,1180100,8,27,1110110111110010111111101110
1176700,1177700,3,26,1111011111100111011001111111
1176800,1178600,17,18,1111110011111010110111111110
1176800,1178900,4,16,1111111011010111010111111101
1177000,1178100,4,6,0101111111111011101011111101
1177000,1177300,18,22,1111100111111011111101011110
1177100,1179500,10,7,1101101111110111111111011010
1177200,1178800,3,10,1111011111100111111101011110
1177200,1178800,9,4,1111111010111010110111111101
1177200,1177700,6,18,1111111011010111010111111101
1178400,1180200,22,26,1111100111111011111101011110
1178400,1179300,4,5,1101101111110101110111111110
1178600,1180000,6,4,0101111111111011101011111101
1179500,1183000,1,7,1111111110011011111001011111
1179900,1182000,21,27,1101101111110101110111111110
1180000,1181100,18,25,1111110011111010110111111110
1180000,1182200,9,27,1111110011111010111011111011
1180400,1181700,16,21,1111111011010111010111111101
1181200,1182400,26,22,1111100111111011111101011110
1181400,1182600,13,9,1111110011111011110110101111
1181400,1183000,7,5,1101101111110111111111011010
1181900,1184900,2,9,1111011111100111111101011110
1182300,1187400,18,24,1111111011010111010111111101
1182400,1183800,22,27,1111100111111011111101011110
1182900,1183900,4,3,1111111010111010110111111101
1183100,1184000,27,23,1101101111110101110111111110
1183300,1184500,25,26,1111110011111010110111111110
1183400,1185100,13,10,1111010111111010110111111101
1183400,1184400,6,7,1111011111110011111111011010
1183800,1185800,9,13,1111110011111011110110101111
1184300,1184700,5,4,1101101111110111111111011010
1184700,1185600,7,6,1111011111110011111111011010
1184700,1186300,4,7,1101101111110111111111011010
1184800,1188200,4,19,0101111111111011101011111101
1184900,1186500,9,7,1111011111100111111101011110
1185200,1186300,24,18,1111011111100111111101011110
1185200,1186600,8,2,1111110110110111110111011110
1185400,1186800,15,22,1111111110011011111001011111
1185800,1186700,3,7,1111111010111010110111111101
1186000,1186800,27,22,1111100111111011111101011110
1186300,1187300,17,19,1110111111110011111111011001
1186300,1187800,18,24,1111011111100111111101011110
1186800,1187700,22,15,1111111110011011111001011111
1186800,1187500,23,17,1101101111110101110111111110
1186900,1189900,25,9,1111100111111011111001111110
1186900,1188700,19,28,1111011111100111011001111111
1187500,1189600,19,25,1011111111100111101001111111
1187600,1188800,7,4,1101101111110111111111011010
1187600,1189500,5,10,1111111011010111010111111101
1187700,1189600,15,4,1111111110011011111001011111
1187800,1191300,13,6,1111111011001111011110111101
1187800,1188700,24,25,1111011111100111111101011110
1187900,1189500,7,2,1111011111100111111101011110
1188200,1191600,22,25,1111100111111011111101011110
1188200,1189600,19,26,0101111111111011101011111101
1188400,1189900,10,2,1111010111111010110111111101
1188400,1190400,7,5,1111111010111010110111111101
1188400,1191700,17,26,1101101111110101110111111110
1188700,1190400,28,27,1111011111100111011001111111
1188700,1189800,19,17,1110111111110011111111011001
1189200,1191300,2,9,1111110110110111110111011110
1189400,1191200,25,16,1111110011111011110110101111
1189600,1190400,25,24,1011111111100111101001111111
1189600,1191000,4,12,1111111110011011111001011111
1189800,1191100,17,15,1110111111110011111111011001
1190100,1192200,4,2,1101101111110111111111011010
1190400,1191300,10,3,1111111011010111010111111101
1190400,1192100,24,4,1011111111100111101001111111
1190600,1191100,10,3,1111110011111010111011111011
1191200,1192400,16,28,1111110011111011110110101111
1191600,1193700,9,4,1111111011001111110111111100
1191800,1192700,3,2,1111110011111010111011111011
1191900,1193600,2,24,1111011111100111111101011110
1192100,1194200,15,22,1110111111110011111111011001
1192100,1193000,4,1,1011111111100111101001111111
1192200,1193600,2,13,1111010111111010110111111101
1192200,1194000,2,1,1101101111110111111111011010
1192700,1193800,2,10,1111110011111010111011111011
1192700,1194000,25,24,1111100111111011111101011110
1192800,1193900,28,15,1111110011111011110110101111
1193000,1193900,1,3,1011111111100111101001111111
1193100,1194300,9,10,1111100111111011111001111110
1193600,1194300,24,22,1111011111100111111101011110
1193600,1195800,12,7,1111111110011011111001011111
1194000,1199300,12,27,1111110011111010110111111110
1194500,1195400,10,17,1111110011111010111011111011
1194500,1195800,13,15,1111010111111010110111111101
1195000,1196000,3,10,1111111011010111010111111101
1195000,1196200,26,23,1101101111110101110111111110
1195200,1196900,15,18,1111110011111011110110101111
1195300,1196400,1,2,1101101111110111111111011010
1195400,1196500,27,25,1111011111100111011001111111
1195800,1197500,15,2,1111010111111010110111111101
1196000,1197000,6,7,1111111011001111011110111101
1196400,1197900,2,14,1101101111110111111111011010
1196500,1198200,9,17,1110111011111010111011111110
1196500,1198900,25,15,1111011111100111011001111111
1196600,1198200,22,24,1111011111100111111101011110
1196900,1198400,18,25,1111110011111011110110101111
1197200,1197200,24,3,1111100111111011111101011110
1197400,1199600,26,28,0101111111111011101011111101
1197400,1201300,3,8,1011111111100111101001111111
1197600,1199100,23,26,1101101111110101110111111110
1198400,1199200,22,15,1110111111110011111111011001
1198500,1200000,2,9,1111010111111010110111111101
1198900,1200700,15,11,1111011111100111011001111111
1199200,1201300,24,20,1111011111100111111101011110
1199600,1201300,28,11,0101111111111011101011111101
1200000,1201800,10,4,1111100111111011111001111110
1200200,1200900,15,19,1110111111110011111111011001
1200600,1201700,14,9,1101101111110111111111011010
1201000,1202100,10,5,1111111011010111010111111101
1201300,1202500,11,12,0101111111111011101011111101
1201600,1203000,9,13,1111110011111011110110101111
1201700,1202700,9,2,1101101111110111111111011010
1201800,1202700,10,2,1111110011111010111011111011
1202300,1204900,25,18,1111110011111011110110101111
1202400,1205500,20,17,1111011111100111111101011110
1202700,1204000,4,10,1111100111111011111001111110
1202800,1203800,8,3,1111011111100111111101011110
1202900,1205500,9,4,1111010111111010110111111101
1203000,1204400,13,9,1111110011111011110110101111
1203100,1204100,2,10,1111110011111010111011111011
1203200,1204000,12,2,0101111111111011101011111101
1203200,1204100,8,14,1011111111100111101001111111
1204000,1205200,2,13,0101111111111011101011111101
1204600,1205600,3,1,1111011111100111111101011110
1204600,1206800,10,9,1111110011111010111011111011
1204700,1207700,11,7,1111011111100111011001111111
1204800,1206600,5,9,1111111011010111010111111101
1205200,1207100,13,12,0101111111111011101011111101
1205500,1207500,10,9,1111100111111011111001111110
1205500,1206900,17,16,1111011111100111111101011110
1205600,1207300,18,25,1111110011111011110110101111
1206200,1207300,26,23,1101101111110101110111111110
1206700,1208300,1,2,1111011111100111111101011110
1206900,1207700,9,3,1111110011111011110110101111
1207300,1208900,9,13,1111110011111010111011111011
1207700,1209000,7,4,1111011111100111011001111111
1207700,1208800,7,5,1101101111110101110111111110
1208000,1209000,12,13,0101111111111011101011111101
1208300,1209400,16,19,1111011111100111111101011110
1208600,1209700,25,18,1111110100111111111110011110
1208800,1209600,5,2,1101101111110101110111111110
1208900,1210500,3,1,1111110011111011110110101111
1209900,1211600,9,5,1111111011010111010111111101
1210300,1211400,14,3,1011111111100111101001111111
1210400,1212200,2,4,1111011111100111111101011110
1210500,1211600,1,3,1111110011111011110110101111
1210600,1211400,19,16,1110111111110011111111011001
1210700,1211900,13,1,1111110011111010111011111011
1211300,1212600,18,25,1111110100111111111110011110
1211300,1212900,4,7,1111011111100111011001111111
1211400,1212700,16,19,1110111111110011111111011001
1211500,1212700,19,26,1111011111100111111101011110
1211600,1215600,3,18,1111110011111011110110101111
1211600,1212600,5,6,1111111011010111010111111101
1211900,1213200,25,9,1101101111110111111111011010
1212500,1213700,25,18,1111110011111011110110101111
1212600,1213800,6,10,1111111011010111010111111101
1212700,1213500,26,18,1111011111100111111101011110
1212700,1213300,3,6,1011111111100111101001111111
1212900,1214200,7,28,1111011111100111011001111111
1213000,1213600,1,21,1111110011111010111011111011
1213200,1214800,4,7,1111011111100111111101011110
1214100,1216200,13,6,0101111111111011101011111101
1214100,1216300,19,1,1110111111110011111111011001
1214200,1215800,25,16,1111100111111011111101011110
1214200,1215900,28,18,1111011111100111011001111111
1215000,1217000,9,8,1101101111110111111111011010
1215100,1215900,6,3,1011111111100111101001111111
1215800,1217800,2,27,1101101111110101110111111110
1215900,1217000,18,28,1111011111100111011001111111
1216100,1218300,7,9,1111011111100111111101011110
1216300,1218000,1,11,1110111111110011111111011001
1216400,1218500,18,27,1111011111100111111101011110
1216900,1217400,5,3,1111110011111010111011111011
1217000,1220000,8,5,1101101111110111111111011010
1217100,1218300,6,7,0101111111111011101011111101
1217400,1217900,3,5,1111110011111010111011111011
1217900,1219100,5,28,1111110011111010111011111011
1218600,1218700,16,2,1111100111111011111101011110
1218800,1220400,19,28,1111111110011011111001011111
1218900,1219900,10,6,1111111011010111010111111101
1219200,1221400,16,5,1111110011111011110110101111
1219400,1220800,11,19,1110111111110011111111011001
1220000,1221000,9,1,1111011111100111111101011110
1220400,1220600,28,3,1111111110011011111001011111
1220600,1222900,4,10,1111100111111011111001111110
1220700,1222000,10,4,1111110011111010110111111110
1220800,1221700,2,6,1111111011001111011110111101
1220800,1221300,6,18,1111111011010111010111111101
1220800,1221600,19,16,1110111111110011111111011001
1221400,1224000,5,13,1111110011111011110110101111
1221600,1222800,16,19,1110111111110011111111011001
1221900,1222700,1,3,1111011111100111111101011110
1223000,1224200,5,7,1101101111110111111111011010
1223100,1224300,4,10,1111110011111010110111111110
1223200,1224400,18,24,1111111011010111010111111101
1223300,1224600,7,22,0101111111111011101011111101
1223400,1224600,19,2,1110111111110011111111011001
1223400,1224100,2,3,1111110011111010111011111011
1224000,1224400,3,6,1111111110011011111001011111
1224000,1225700,19,7,1011111111100111101001111111
1224100,1225800,25,21,1110110111110010111111101110
1224100,1225600,9,11,1111110011111011110110101111
1224100,1226700,3,5,1111110011111010111011111011
1224400,1226000,24,16,1111111011010111010111111101
1224600,1225800,22,21,0101111111111011101011111101
1224800,1225800,25,28,1111101111100111001011111111
1224800,1226900,10,9,1111100111111011111001111110
1225000,1225700,6,2,1111111110011011111001011111
1225100,1225600,10,3,1111110011111010110111111110
1225600,1226600,3,10,1111110011111010110111111110
1225800,1227200,28,25,1111101111100111001011111111
1225900,1226900,25,16,1111100111111011111101011110
1226000,1227700,16,21,1111111011010111010111111101
1226000,1229200,2,8,1110111111110011111111011001
1226200,1228800,3,4,1111011111100111111101011110
1226200,1227500,24,25,1111111011010111010111111101
1226300,1227600,6,2,1101111111101011111111101001
1226500,1228900,7,10,1101101111110111111111011010
1226700,1229500,5,6,1111110011111010111011111011
1227000,1228000,21,15,0101111111111011101011111101
1227200,1228800,25,27,1111101111100111001011111111
1227400,1229000,11,10,1111110011111011110110101111
1227400,1228200,21,23,1110110111110010111111101110
1227700,1229400,25,23,1111111011001111110111111100
1227700,1229000,11,8,1111110110110111110111011110
1228600,1230500,11,12,1111110100111111111110011110
1228700,1229800,10,11,1111110011111010110111111110
1228800,1230000,2,1,1101111111101011111111101001
1229100,1230400,15,19,0101111111111011101011111101
1229300,1229400,16,3,1111100111111011111101011110
1229500,1230200,2,13,1111111110011011111001011111
1229800,1231600,11,27,1111110011111010110111111110
1229900,1231300,4,7,1111011111100111111101011110
1230100,1231500,23,17,1110110111110010111111101110
1230200,1232700,10,13,1111110011111011110110101111
1230600,1232500,8,9,1111110110110111110111011110
1231000,1233300,1,7,1101111111101011111111101001
1231600,1232700,27,24,1111110011111010110111111110
1231800,1233000,5,1,1111110011111011110110101111
1231900,1233300,10,9,1101101111110111111111011010
1232000,1233600,12,8,1111110100111111111110011110
1232600,1234900,7,8,1111011111100111111101011110
1232700,1234000,5,2,1111100111111011111001111110
1232700,1234800,13,9,1111110011111011110110101111
1233000,1236000,17,18,1110110111110010111111101110
1233000,1233900,1,4,1111110011111011110110101111
1233400,1238200,28,13,1111111011001111011110111101
1234000,1238600,2,17,1111100111111011111001111110
1234400,1235600,7,17,1101111111101011111111101001
1234400,1234800,14,2,1111111011010111010111111101
1234400,1235500,9,2,1101101111110111111111011010
1234400,1236100,9,8,1111110110110111110111011110
1234700,1237600,23,28,1111111010111010110111111101
1234800,1237000,9,1,1111110011111011110110101111
1234900,1235900,19,15,0101111111111011101011111101
1234900,1238200,24,25,1111110011111010110111111110
1235200,1238400,4,6,1111110011111011110110101111
1235900,1237900,15,23,0101111111111011101011111101
1236200,1238200,18,15,1111011111100111011001111111
1236200,1238000,8,2,1111110100111111111110011110
1236200,1236900,8,6,1111011111100111111101011110
1236800,1238900,21,28,1111110011111010111011111011
1237000,1238500,1,3,1111110011111011110110101111
1237100,1238300,17,21,1101111111101011111111101001
1237200,1238800,3,12,1111100111111011111101011110
1237500,1237600,18,20,1110110111110010111111101110
1237600,1239500,8,12,1111110110110111110111011110
1238300,1239300,21,17,1101111111101011111111101001
1238400,1240700,26,19,1111111110011011111001011111
1238500,1240000,1,3,1111101111100111001011111111
1238500,1240300,3,6,1111110011111011110110101111
1238800,1239600,2,4,1101101111110111111111011010
1238900,1239900,9,6,1110111111110011111111011001
1239400,1240800,6,8,1111011111100111111101011110
1239600,1241500,28,23,1111110011111010111011111011
1239600,1242300,15,23,1111011111100111011001111111
1239700,1241100,23,16,0101111111111011101011111101
1239700,1241500,2,8,1111110100111111111110011110
1239800,1244500,17,7,1101111111101011111111101001
1240000,1240800,6,2,1111110011111011110110101111
1240400,1241400,25,26,1111110011111010110111111110
1240800,1243000,2,10,1111110011111011110110101111
1241100,1242400,3,5,1111101111100111001011111111
1241100,1242200,12,3,1111110110110111110111011110
1241300,1242800,8,15,1111011111100111111101011110
1241500,1242900,19,2,1111111011001111011110111101
1241500,1242900,4,25,1101101111110111111111011010
1242100,1244100,27,26,1110111011111010111011111110
1242500,1244300,2,5,1111111011010111010111111101
1242900,1243900,2,19,1111111011001111011110111101
1243100,1244200,19,22,1111111110011011111001011111
1243200,1246100,10,28,1111110011111011110110101111
1243400,1244800,5,1,1111101111100111001011111111
1243800,1245200,18,24,1111010111111010110111111101
1244100,1245800,26,11,1110111011111010111011111110
1244100,1245600,3,8,1111110110110111110111011110
1244500,1246100,14,10,1111111011001111110111111100
1244700,1246300,22,15,1111111110011011111001011111
1244800,1246500,1,5,1111101111100111001011111111
1245000,1246400,23,22,1111110011111010111011111011
1245100,1246900,12,10,1111100111111011111101011110
1245200,1248200,4,1,1111100111111011111001111110
1245200,1246000,24,21,1111010111111010110111111101
1245300,1247700,8,12,1111110100111111111110011110
1245600,1247400,9,2,1101101111110111111111011010
1245800,1247100,16,21,0101111111111011101011111101
1246500,1248500,24,22,1111011111110011111111011010
1246900,1248800,10,4,1111100111111011111101011110
1247000,1248000,26,15,1111110011111010110111111110
1247400,1248200,23,28,1111111010111010110111111101
1247500,1247700,5,28,1111101111100111001011111111
1247600,1248400,15,25,1111111110011011111001011111
1248100,1249100,2,4,1101101111110111111111011010
1248200,1250200,1,3,1111100111111011111001111110
1248300,1249800,12,1,1111110100111111111110011110
1248400,1249600,21,24,1111010111111010110111111101
1248400,1249200,25,22,1111111110011011111001011111
1248800,1251000,10,3,1111111011010111010111111101
1248900,1249000,2,19,1111111011001111011110111101
1249100,1249700,4,20,1101101111110111111111011010
1249800,1251200,1,21,1111110100111111111110011110
1250000,1250200,21,9,0101111111111011101011111101
1250100,1251600,24,21,1111010111111010110111111101
1250600,1252700,8,12,1111110110110111110111011110
1250800,1251900,2,7,1111111011001111011110111101
1251000,1253100,10,9,1111111011001111110111111100
1251200,1254700,21,24,1111110100111111111110011110
1251300,1253600,22,17,1111111110011011111001011111
1251400,1253300,24,25,1110111011111010111011111110
1251900,1253100,7,3,1111111011001111011110111101
1252600,1254500,18,21,1111110011111011110110101111
1252800,1254200,22,4,1111011111110011111111011010
1253100,1253800,3,4,1111111011001111011110111101
1253400,1253900,19,17,1111011111100111111101011110
1253600,1254800,26,1,1011111111100111101001111111
1254100,1255300,4,10,1111100111111011111101011110
1254300,1256000,12,27,1111110110110111110111011110
1254500,1255600,13,11,0101111111111011101011111101
1254800,1256900,24,25,1110111111110011111111011001
1254800,1256600,1,3,1011111111100111101001111111
1254900,1256400,3,9,1111111011010111010111111101
1255100,1256200,4,6,1111111011001111011110111101
1255100,1256400,20,24,1111011111100111111101011110
1255600,1256700,11,6,0101111111111011101011111101
1255900,1256200,25,13,1110111011111010111011111110
1256000,1257000,27,22,1111110110110111110111011110
1256400,1257400,17,22,1111111110011011111001011111
1256900,1258600,21,15,1111110011111011110110101111
1257000,1259100,10,9,1111100111111011111101011110
1257200,1258600,24,26,1111110100111111111110011110
1257300,1259000,9,1,1111111011001111110111111100
1257400,1257900,22,28,1111111110011011111001011111
1257700,1260100,25,24,1110111111110011111111011001
1258000,1258200,15,27,1111011111110011111111011010
1258300,1259200,24,18,1111011111100111111101011110
1258400,1259000,9,5,1111111011010111010111111101
1259200,1260100,18,20,1111110110110111110111011110
1259600,1261200,13,6,1111111110011011111001011111
1259700,1261900,6,7,0101111111111011101011111101
1260000,1261700,15,25,1111110011111011110110101111
1260500,1262700,11,3,1111011111100111111101011110
1260600,1262100,18,24,1111011111100111111101011110
1260800,1262000,1,7,1111111011001111110111111100
1261000,1264600,5,20,1111111011010111010111111101
1261100,1263000,20,26,1111110110110111110111011110
1261100,1263900,7,23,1111101111100111001011111111
1261800,1266400,22,21,1111111011010111010111111101
1262000,1262500,16,2,1111100111111011111001111110
1262300,1264100,6,2,1111111110011011111001011111
1262800,1264200,8,15,1110111111110011111111011001
1263100,1265400,7,2,1111111011001111110111111100
1263200,1264200,7,6,0101111111111011101011111101
1263600,1263800,3,22,1111011111100111111101011110
1263800,1266300,20,7,1101111111101011111111101001
1264500,1266100,25,15,1111110011111011110110101111
1264600,1266000,20,7,1111111011010111010111111101
1264700,1265800,24,27,1111011111100111111101011110
1264700,1266100,26,18,1111110110110111110111011110
1265600,1267500,6,4,0101111111111011101011111101
1265800,1266500,27,25,1111011111100111111101011110
1266400,1268500,3,26,1111100111111011111101011110
1266400,1268400,21,26,1111111011010111010111111101
1266500,1268400,2,3,1111111110011011111001011111
1266800,1267700,3,4,1011111111100111101001111111
1267400,1268200,15,16,1111110011111011110110101111
1267600,1268600,16,19,1111100111111011111001111110
1267700,1268500,4,3,1011111111100111101001111111
1268200,1269500,16,28,1111110011111011110110101111
1268300,1270500,3,6,1111011111100111111101011110
1268500,1269300,10,18,1110111111110011111111011001
1268700,1269300,2,6,1111110110110111110111011110
1269200,1270500,19,18,1111100111111011111001111110
1269300,1269800,18,5,1110111111110011111111011001
1269300,1270300,6,9,1111110110110111110111011110
1269300,1271300,4,11,0101111111111011101011111101
1269600,1270800,10,3,1111110011111011110110101111
1270200,1271800,25,26,1111111010111010110111111101
1270800,1271700,3,10,1111110011111011110110101111
1271000,1273300,15,26,1111110011111010110111111110
